filter,filter_label,d_p_mm,porosity,thickness_mm,U_mps,Cp_holes,top,Darcy_d_1pm2,Forch_f_1pm,Q_filter_Lpm,Q_top_Lpm,Q_holes_Lpm,V_face_mps,dp_filter_Pa,q_Pa,residence_ms,Re_particle
F1,coarse granules d_p=4 mm,4.0,0.45,18.0,2,0.1,capped,31121399.176954735,5281.207133058984,1.097193334102888,0.0,1.0971933341028914,0.0201411467877684,0.2273561488938205,2.4,402.16180763446306,5.341298595651289
F1,coarse granules d_p=4 mm,4.0,0.45,18.0,2,0.3,"open, Cp=-0.6",31121399.176954735,5281.207133058984,0.6865961329045721,-25.005347523692798,25.691943656597378,0.012603825658540088,0.13685532261265282,2.4,642.6620154422407,3.342451003369747
F1,coarse granules d_p=4 mm,4.0,0.45,18.0,2,0.3,capped,31121399.176954735,5281.207133058984,2.821754627729009,0.0,2.8217546277290193,0.05179886934204183,0.6782443400194875,2.4,156.37406960591218,13.736716731591203
F1,coarse granules d_p=4 mm,4.0,0.45,18.0,2,0.6,"open, Cp=-0.6",31121399.176954735,5281.207133058984,2.4705880780688045,-28.425743496414185,30.89633157448299,0.045352514990606184,0.5771617716190551,2.4,178.60090011938132,12.027186295851363
F1,coarse granules d_p=4 mm,4.0,0.45,18.0,2,0.6,capped,31121399.176954735,5281.207133058984,4.836824516186816,0.0,4.8368245161868275,0.08878944989840792,1.349922742749489,2.4,91.22705466998552,23.54637345372144
F1,coarse granules d_p=4 mm,4.0,0.45,18.0,4,0.1,"open, Cp=-0.6",31121399.176954735,5281.207133058984,-2.5131361405635246,-45.049343071054395,42.53620693049086,-0.04613356856211917,-0.589156760438215,9.6,inf,12.234316524760885
F1,coarse granules d_p=4 mm,4.0,0.45,18.0,4,0.1,capped,31121399.176954735,5281.207133058984,3.548793392227044,0.0,3.5487933922270565,0.06514509923699992,0.9025876488870734,9.6,124.3378257899638,17.27604841644197
F1,coarse granules d_p=4 mm,4.0,0.45,18.0,4,0.3,"open, Cp=-0.6",31121399.176954735,5281.207133058984,2.177373249384511,-49.79918972760135,51.97656297698585,0.039969978730750526,0.49639200258783445,9.6,202.6520968290719,10.599773365060912
F1,coarse granules d_p=4 mm,4.0,0.45,18.0,4,0.3,capped,31121399.176954735,5281.207133058984,7.932063365935029,0.0,7.9320633659350355,0.14560866131565134,2.685669992912427,9.6,55.62855895255276,38.61445161962025
F1,coarse granules d_p=4 mm,4.0,0.45,18.0,4,0.6,"open, Cp=-0.6",31121399.176954735,5281.207133058984,6.825588415935372,-56.33216324728113,63.15775166321649,0.12529713216919192,2.1658773330887877,9.6,64.64633196123246,33.22796875205089
