filter,filter_label,d_p_mm,porosity,thickness_mm,U_mps,Cp_holes,top,Darcy_d_1pm2,Forch_f_1pm,Q_filter_Lpm,Q_top_Lpm,Q_holes_Lpm,V_face_mps,dp_filter_Pa,q_Pa,residence_ms,Re_particle
F2,medium granules d_p=2 mm,2.0,0.45,9.0,2,0.6,capped,124485596.70781894,10562.414266117969,3.204480308276653,0.0,3.204480308276658,0.05882455376042328,1.39025255964258,2.4,68.84880107199061,7.799940830111375
F2,medium granules d_p=2 mm,2.0,0.45,9.0,4,0.1,"open, Cp=-0.6",124485596.70781894,10562.414266117969,-1.6164022463940526,-44.82746782947574,43.211065583081705,-0.02967225000443566,-0.6519325929992689,9.6,inf,3.93444198953843
F2,medium granules d_p=2 mm,2.0,0.45,9.0,4,0.1,capped,124485596.70781894,10562.414266117969,2.2379735454526304,0.0,2.237973545470502,0.04108241663987089,0.9293632668326701,9.6,98.58232137370018,5.447392261640339
F2,medium granules d_p=2 mm,2.0,0.45,9.0,4,0.3,"open, Cp=-0.6",124485596.70781894,10562.414266117969,1.3989108396310894,-50.00396877462575,51.40287961426427,0.025679766444304676,0.5583654720575679,9.6,157.71171473789704,3.4050519042171947
F2,medium granules d_p=2 mm,2.0,0.45,9.0,4,0.3,capped,124485596.70781894,10562.414266117969,5.729185409824045,0.0,5.7291854098241375,0.1051704934098573,2.763598397692751,9.6,38.508899870012456,13.945258794677214
F2,medium granules d_p=2 mm,2.0,0.45,9.0,4,0.6,"open, Cp=-0.6",124485596.70781894,10562.414266117969,5.011674773168424,-56.83226844307187,61.843943216240305,0.09199917108635615,2.3483767136720424,9.6,44.02213576683661,12.198785116422915
F2,medium granules d_p=2 mm,2.0,0.45,9.0,4,0.6,capped,124485596.70781894,10562.414266117969,9.788857239481516,0.0,9.7888572394825,0.17969377357374489,5.485674291043332,9.6,22.538343535525524,23.826798705910925
F2,medium granules d_p=2 mm,2.0,0.45,9.0,6,0.1,"open, Cp=-0.6",124485596.70781894,10562.414266117969,-3.2214781237703223,-67.4389945193627,64.21751639559238,-0.05913658217536924,-1.3986794665444708,21.599999999999998,inf,7.8413147635848715
F2,medium granules d_p=2 mm,2.0,0.45,9.0,6,0.1,capped,124485596.70781894,10562.414266117969,4.525707803145546,0.0,4.525707803146035,0.08307828925722907,2.0783897640837923,21.599999999999998,48.749198330989806,11.015905757864628
F2,medium granules d_p=2 mm,2.0,0.45,9.0,6,0.3,"open, Cp=-0.6",124485596.70781894,10562.414266117969,2.7885412011443074,-74.82481454026441,77.61335574140872,0.05118917141609315,1.1875059716965297,21.599999999999998,79.11829568561325,6.787514441912904
F2,medium granules d_p=2 mm,2.0,0.45,9.0,6,0.3,capped,124485596.70781894,10562.414266117969,10.673556886418405,0.0,10.673556886418671,0.1959341797976965,6.1629545972499145,21.599999999999998,20.67020672034688,25.980222735606166
F2,medium granules d_p=2 mm,2.0,0.45,9.0,6,0.6,"open, Cp=-0.6",124485596.70781894,10562.414266117969,9.22757270975908,-84.7788244275649,94.00639713732397,0.16939028944613987,5.071583195307933,21.599999999999998,23.909280828566956,22.460590865786504
F2,medium granules d_p=2 mm,2.0,0.45,9.0,6,0.6,capped,124485596.70781894,10562.414266117969,17.332381280569592,0.0,17.33238128057625,0.3181700295681759,12.226058656335294,21.599999999999998,12.729043038707031,42.18829121345979
F2,medium granules d_p=2 mm,2.0,0.45,18.0,1,0.1,"open, Cp=-0.6",124485596.70781894,10562.414266117969,-0.06180795252270035,-11.120510231571702,11.058702279049431,-0.0011346068242649298,-0.04616356249851743,0.6,inf,0.15044510376993545
F2,medium granules d_p=2 mm,2.0,0.45,18.0,1,0.1,capped,124485596.70781894,10562.414266117969,0.07924467224483714,0.0,0.0792446723092601,0.0014546921916335582,0.05923993936723403,0.6,5568.188271433588,0.19288736242654916
F2,medium granules d_p=2 mm,2.0,0.45,18.0,1,0.3,"open, Cp=-0.6",124485596.70781894,10562.414266117969,0.05386092750050084,-12.577723090110657,12.631584017611159,0.0009887235122513162,0.04021157816950125,0.6,8192.381287217857,0.13110146018801982
F2,medium granules d_p=2 mm,2.0,0.45,18.0,1,0.3,capped,124485596.70781894,10562.414266117969,0.2357679067596482,0.0,0.23576790686306523,0.004327984750083863,0.17766861380481355,0.6,1871.5407903974353,0.5738764309503465
F2,medium granules d_p=2 mm,2.0,0.45,18.0,1,0.6,"open, Cp=-0.6",124485596.70781894,10562.414266117969,0.22445885607375754,-14.481612013887219,14.706070869960977,0.0041203848287071285,0.16904882688061448,0.6,1965.8357985318505,0.5463493695523264
F2,medium granules d_p=2 mm,2.0,0.45,18.0,1,0.6,capped,124485596.70781894,10562.414266117969,0.4658717774375198,0.0,0.46587177743755404,0.008551994951117484,0.35518973531720494,0.6,947.1474254017863,1.1339661813636444
F2,medium granules d_p=2 mm,2.0,0.45,18.0,2,0.1,"open, Cp=-0.6",124485596.70781894,10562.414266117969,-0.24054848974268023,-22.270806148428328,22.030257658685784,-0.00441574177575982,-0.18131534295817694,2.4,inf,0.585512721647711
F2,medium granules d_p=2 mm,2.0,0.45,18.0,2,0.1,capped,124485596.70781894,10562.414266117969,0.31307832097221394,0.0,0.3130783208032039,0.005747169822103673,0.23685817012829824,2.4,1409.389360454831,0.7620556670192715
F2,medium granules d_p=2 mm,2.0,0.45,18.0,2,0.3,"open, Cp=-0.6",124485596.70781894,10562.414266117969,0.20933698110976118,-25.12928152286209,25.338618503971883,0.0038427930006405078,0.15753825978268018,2.4,2107.8418740353463,0.5095416133445977
F2,medium granules d_p=2 mm,2.0,0.45,18.0,2,0.3,capped,124485596.70781894,10562.414266117969,0.9106030670015374,0.0,0.9106030670248139,0.016715914568389275,0.7098289404324576,2.4,484.5681620865394,2.2164748598969206
F2,medium granules d_p=2 mm,2.0,0.45,18.0,2,0.6,"open, Cp=-0.6",124485596.70781894,10562.414266117969,0.8502319561724149,-28.858663225542053,29.708895181714464,0.01560768380617434,0.6607956117346385,2.4,518.9751471512814,2.0695271345203547
F2,medium granules d_p=2 mm,2.0,0.45,18.0,2,0.6,capped,124485596.70781894,10562.414266117969,1.7466994180809354,0.0,1.746699418081285,0.03206411147443114,1.4177176142067272,2.4,252.61888221849455,4.251594891637278
F2,medium granules d_p=2 mm,2.0,0.45,18.0,4,0.1,"open, Cp=-0.6",124485596.70781894,10562.414266117969,-0.9000954280295809,-44.64775485776016,43.74765942973058,-0.016523026139022273,-0.7012745104937793,9.6,inf,2.190898493572014
F2,medium granules d_p=2 mm,2.0,0.45,18.0,4,0.1,capped,124485596.70781894,10562.414266117969,1.1966724618256346,0.0,1.1966724618393247,0.021967282302364145,0.9459837733258992,9.6,368.7301819364459,2.912788813573146
F2,medium granules d_p=2 mm,2.0,0.45,18.0,4,0.3,"open, Cp=-0.6",124485596.70781894,10562.414266117969,0.7826996632769987,-50.16444012250823,50.94713978578593,0.014367995428707769,0.6062780153902108,9.6,563.7529633268055,1.9051485651325222
F2,medium granules d_p=2 mm,2.0,0.45,18.0,4,0.3,capped,124485596.70781894,10562.414266117969,3.253518616638336,0.0,3.253518616638296,0.05972474859048401,2.8291883842272147,9.6,135.62216989039916,7.919303680506167
F2,medium granules d_p=2 mm,2.0,0.45,18.0,4,0.6,"open, Cp=-0.6",124485596.70781894,10562.414266117969,2.9636158855512638,-57.38394004197444,60.34755592751949,0.054403012411897156,2.544068779291637,9.6,148.8888140728885,7.213659104339954
F2,medium granules d_p=2 mm,2.0,0.45,18.0,4,0.6,capped,124485596.70781894,10562.414266117969,5.824595053481765,0.0,5.824595053481845,0.10692192552136394,5.640604920975317,9.6,75.75621146461255,14.177492886810688
F2,medium granules d_p=2 mm,2.0,0.45,18.0,6,0.1,"open, Cp=-0.6",124485596.70781894,10562.414266117969,-1.8766083829847087,-67.10412898962404,65.22752060664038,-0.03444884664356459,-1.532530239446542,21.599999999999998,inf,4.567802869864918
F2,medium granules d_p=2 mm,2.0,0.45,18.0,6,0.1,capped,124485596.70781894,10562.414266117969,2.5240447703971305,0.0,2.5240447703971265,0.04633381796931387,2.1240763424128435,21.599999999999998,174.81831532563314,6.14371066996427
F2,medium granules d_p=2 mm,2.0,0.45,18.0,6,0.3,"open, Cp=-0.6",124485596.70781894,10562.414266117969,1.6333012615232254,-75.12733306361255,76.76063432513577,0.02998246474390424,1.3185577203533436,21.599999999999998,270.1579096043736,3.975575435655811
F2,medium granules d_p=2 mm,2.0,0.45,18.0,6,0.3,capped,124485596.70781894,10562.414266117969,6.401908554533421,0.0,6.401908554533449,0.11751965301917927,6.341754521613222,21.599999999999998,68.92464189524176,15.58271642243261
F2,medium granules d_p=2 mm,2.0,0.45,18.0,6,0.6,"open, Cp=-0.6",124485596.70781894,10562.414266117969,5.761680372048341,-85.72388720126882,91.48556757331718,0.10576700250600275,5.565743157668188,21.599999999999998,76.58343158151133,14.02435392344788
F2,medium granules d_p=2 mm,2.0,0.45,18.0,6,0.6,capped,124485596.70781894,10562.414266117969,10.868907963220474,0.0,10.868907963220497,0.19952023395125748,12.633121087285007,21.599999999999998,40.59738623792321,26.45572162889602
F2,medium granules d_p=2 mm,2.0,0.45,36.0,1,0.1,"open, Cp=-0.6",124485596.70781894,10562.414266117969,-0.03143951003722366,-11.112751468602902,11.081311958566145,-0.0005771341904050061,-0.04689012544697067,0.6,inf,0.0765260804956914
F2,medium granules d_p=2 mm,2.0,0.45,36.0,1,0.1,capped,124485596.70781894,10562.414266117969,0.03995708564502841,0.0,0.03995708565061413,0.0007334910832701827,0.0596197391834269,0.6,22086.158059037647,0.09725848617947175
F2,medium granules d_p=2 mm,2.0,0.45,36.0,1,0.3,"open, Cp=-0.6",124485596.70781894,10562.414266117969,0.0274262970943351,-12.584514230983784,12.61194052807812,0.0005034637547024587,0.04089619925214879,0.6,32177.092886406514,0.06675762493292271
F2,medium granules d_p=2 mm,2.0,0.45,36.0,1,0.3,capped,124485596.70781894,10562.414266117969,0.11937388960657665,0.0,0.11937388960676901,0.0021913430919253633,0.17884595297897615,0.6,7392.726433251634,0.2905648298685565
F2,medium granules d_p=2 mm,2.0,0.45,36.0,1,0.6,"open, Cp=-0.6",124485596.70781894,10562.414266117969,0.11496352383682465,-14.509917958721296,14.624881482558118,0.002110382133090378,0.17219936222988394,0.6,7676.334890249104,0.2798296751059065
F2,medium granules d_p=2 mm,2.0,0.45,36.0,1,0.6,capped,124485596.70781894,10562.414266117969,0.23728600039196102,0.0,0.23728600039202688,0.004355852351659285,0.35765291428071283,0.6,3719.1343259899277,0.5775715825404578
F2,medium granules d_p=2 mm,2.0,0.45,36.0,2,0.1,"open, Cp=-0.6",124485596.70781894,10562.414266117969,-0.12399070804398102,-22.24111612240578,22.11712541436195,-0.0022760938965009927,-0.1858068799936692,2.4,inf,0.3018025056133913
F2,medium granules d_p=2 mm,2.0,0.45,36.0,2,0.1,capped,124485596.70781894,10562.414266117969,0.15883769255748512,0.0,0.1588376913702372,0.0029157789988275094,0.23845253596664256,2.4,5555.976638323525,0.38662262967878575
F2,medium granules d_p=2 mm,2.0,0.45,36.0,2,0.3,"open, Cp=-0.6",124485596.70781894,10562.414266117969,0.10809065966755758,-25.155351358821708,25.26344201848933,0.001984217161263616,0.16184765371039456,2.4,8164.428932609017,0.2631006180681038
F2,medium granules d_p=2 mm,2.0,0.45,36.0,2,0.3,capped,124485596.70781894,10562.414266117969,0.4689315349820717,0.0,0.46893153498678264,0.00860816283322569,0.7151554185187292,2.4,1881.9346606074203,1.1414138563393181
F2,medium granules d_p=2 mm,2.0,0.45,36.0,2,0.6,"open, Cp=-0.6",124485596.70781894,10562.414266117969,0.4467333967924795,-28.96379025339827,29.410523650190754,0.008200672242647769,0.680539207186959,2.4,1975.4478072848171,1.0873819548262236
F2,medium granules d_p=2 mm,2.0,0.45,36.0,2,0.6,capped,124485596.70781894,10562.414266117969,0.9167957770187787,0.0,0.9167957770297565,0.016829593969817033,1.4297489922125894,2.4,962.590067773104,2.231548371688446
F2,medium granules d_p=2 mm,2.0,0.45,36.0,4,0.1,"open, Cp=-0.6",124485596.70781894,10562.414266117969,-0.4784260175914508,-44.54093326026698,44.062507242675544,-0.008782452780097977,-0.7299844344812603,9.6,inf,1.1645241255378533
F2,medium granules d_p=2 mm,2.0,0.45,36.0,4,0.1,capped,124485596.70781894,10562.414266117969,0.6204197469971793,0.0,0.6204197469972983,0.011389027627038542,0.9534119518429668,9.6,1422.4216966108495,1.510147309662569
F2,medium granules d_p=2 mm,2.0,0.45,36.0,4,0.3,"open, Cp=-0.6",124485596.70781894,10562.414266117969,0.4169642526721797,-50.25900392705534,50.67596817972763,0.007654200911810314,0.634235557525987,9.6,2116.4848148947394,1.014921667864351
F2,medium granules d_p=2 mm,2.0,0.45,36.0,4,0.3,capped,124485596.70781894,10562.414266117969,1.7592552781268067,0.0,1.7592552781267345,0.032294599039721844,2.8575155074094463,9.6,501.63186668068727,4.282156778747648
F2,medium granules d_p=2 mm,2.0,0.45,36.0,4,0.6,"open, Cp=-0.6",124485596.70781894,10562.414266117969,1.6486647788445847,-57.73088624877395,59.379551027620884,0.030264492393843375,2.663868596699093,9.6,535.2807438229337,4.012971367139453
F2,medium granules d_p=2 mm,2.0,0.45,36.0,4,0.6,capped,124485596.70781894,10562.414266117969,3.2787594464171517,0.0,3.278759446417105,0.06018809378391419,5.70863707620491,9.6,269.1562231254713,7.980741717204092
F2,medium granules d_p=2 mm,2.0,0.45,36.0,6,0.1,"open, Cp=-0.6",124485596.70781894,10562.414266117969,-1.0301375652267488,-66.89070825641966,65.86057069119566,-0.01891020594815303,-1.61548269345554,21.599999999999998,inf,2.507430622959518
F2,medium granules d_p=2 mm,2.0,0.45,36.0,6,0.1,capped,124485596.70781894,10562.414266117969,1.3462002647091813,0.0,1.346200264709268,0.024712159921578335,2.143850261772779,21.599999999999998,655.5477162420906,3.276750486839116
F2,medium granules d_p=2 mm,2.0,0.45,36.0,6,0.3,"open, Cp=-0.6",124485596.70781894,10562.414266117969,0.8985633404073853,-75.31798423993877,76.21654758034613,0.0164949016501731,1.4000558470966378,21.599999999999998,982.1216484688767,2.187169279580963
F2,medium granules d_p=2 mm,2.0,0.45,36.0,6,0.3,capped,124485596.70781894,10562.414266117969,3.6312122329625645,0.0,3.6312122329625263,0.06665805954922158,6.420686116311644,21.599999999999998,243.03137699406943,8.838637730283525
F2,medium granules d_p=2 mm,2.0,0.45,36.0,6,0.6,"open, Cp=-0.6",124485596.70781894,10562.414266117969,3.368678770685101,-86.36106032109454,89.72973909177963,0.06183874025873854,5.88848328106947,21.599999999999998,261.9717014321091,8.19961196800953
F2,medium granules d_p=2 mm,2.0,0.45,36.0,6,0.6,capped,124485596.70781894,10562.414266117969,6.4569540430232255,0.0,6.456954043028745,0.1185301214837768,12.819891096563195,21.599999999999998,136.6741196010441,15.716701191219023
F3,fine granules d_p=1 mm,1.0,0.45,9.0,1,0.1,"open, Cp=-0.6",497942386.83127576,21124.828532235937,-0.03146456301072437,-11.112757875853132,11.081293312842869,-0.000577594087126089,-0.04688949422954278,0.6,inf,0.03829353063819374
F3,fine granules d_p=1 mm,1.0,0.45,9.0,1,0.1,capped,497942386.83127576,21124.828532235937,0.03999797061913917,0.0,0.0399979706283246,0.0007342416075755934,0.0596193705861206,0.6,5515.895528411654,0.04867900160722166
F3,fine granules d_p=1 mm,1.0,0.45,9.0,1,0.3,"open, Cp=-0.6",497942386.83127576,21124.828532235937,0.027445339348225132,-12.584509342775199,12.611954682123422,0.0005038133128148243,0.04089567874765143,0.6,8038.6919062787265,0.033401987589933096
F3,fine granules d_p=1 mm,1.0,0.45,9.0,1,0.3,capped,497942386.83127576,21124.828532235937,0.11973711421119838,0.0,0.11973711421140888,0.002198010795648333,0.17884235918664435,0.6,1842.5751174736142,0.14572447263966848
F3,fine granules d_p=1 mm,1.0,0.45,9.0,1,0.6,"open, Cp=-0.6",497942386.83127576,21124.828532235937,0.11529634604296361,-14.509832158073126,14.625128504116086,0.0021164917408502126,0.17218983468468294,0.6,1913.5439660979166,0.1403198944210086
F3,fine granules d_p=1 mm,1.0,0.45,9.0,1,0.6,capped,497942386.83127576,21124.828532235937,0.2387121300254424,0.0,0.2387121300253999,0.004382031772727151,0.35763816922288444,0.6,924.2288075605367,0.29052144349572273
F3,fine granules d_p=1 mm,1.0,0.45,9.0,2,0.1,"open, Cp=-0.6",497942386.83127576,21124.828532235937,-0.12437520005389967,-22.241214253297453,22.1168390532437,-0.0022831520053773354,-0.18579209551341666,2.4,inf,0.15136919372667418
F3,fine granules d_p=1 mm,1.0,0.45,9.0,2,0.1,capped,497942386.83127576,21124.828532235937,0.15947941148039899,0.0,0.15947941148053124,0.0029275590148202836,0.23844609080949963,2.4,1383.4050755245391,0.19409231037482544
F3,fine granules d_p=1 mm,1.0,0.45,9.0,2,0.3,"open, Cp=-0.6",497942386.83127576,21124.828532235937,0.10838234132828799,-25.155276365377482,25.263658706705833,0.0019895715532030045,0.16183527833937292,2.4,2035.614146915158,0.13190529634495057
F3,fine granules d_p=1 mm,1.0,0.45,9.0,2,0.3,capped,497942386.83127576,21124.828532235937,0.47443288786561005,0.0,0.47443288786561444,0.008709151011438838,0.7150936114473904,2.4,465.02810603245007,0.57740227700147
F3,fine granules d_p=1 mm,1.0,0.45,9.0,2,0.6,"open, Cp=-0.6",497942386.83127576,21124.828532235937,0.4516136818078957,-28.96252512626526,29.414138808073155,0.008290259495692844,0.6803029926383388,2.4,488.5251181949315,0.5496304638028405
F3,fine granules d_p=1 mm,1.0,0.45,9.0,2,0.6,capped,497942386.83127576,21124.828532235937,0.9373326643524431,0.0,0.9373326643597123,0.017206589025742527,1.4294828177575254,2.4,235.3749481632213,1.1407683331983995
F3,fine granules d_p=1 mm,1.0,0.45,9.0,4,0.1,"open, Cp=-0.6",497942386.83127576,21124.828532235937,-0.4839465525895897,-44.542336707884274,44.05839015529468,-0.00888379308384257,-0.7296101597762118,9.6,inf,0.5889807569398388
F3,fine granules d_p=1 mm,1.0,0.45,9.0,4,0.1,capped,497942386.83127576,21124.828532235937,0.629972680899725,0.0,0.6299726808998114,0.011564390562634886,0.9532991099558871,9.6,350.21300759987724,0.7666999268045228
F3,fine granules d_p=1 mm,1.0,0.45,9.0,4,0.3,"open, Cp=-0.6",497942386.83127576,21124.828532235937,0.4211485956931328,-50.25792489452427,50.67907349021749,0.007731012777482373,0.6339177127535622,9.6,523.86409343368,0.5125533333137485
F3,fine granules d_p=1 mm,1.0,0.45,9.0,4,0.3,capped,497942386.83127576,21124.828532235937,1.8316530996827083,0.0,1.83165309959336,0.03362360378824626,2.8563384663074727,9.6,120.4510981483713,2.2291892014306915
F3,fine granules d_p=1 mm,1.0,0.45,9.0,4,0.6,"open, Cp=-0.6",497942386.83127576,21124.828532235937,1.7098541930129432,-57.71486735415703,59.42472154717201,0.03138774472715266,2.6583957972456402,9.6,129.03125201271496,2.0809554515239332
F3,fine granules d_p=1 mm,1.0,0.45,9.0,4,0.6,capped,497942386.83127576,21124.828532235937,3.511916418524172,0.0,3.511916418524114,0.06446814968093512,5.703430110071445,9.6,62.821719252750455,4.274131470559235
F3,fine granules d_p=1 mm,1.0,0.45,9.0,6,0.1,"open, Cp=-0.6",497942386.83127576,21124.828532235937,-1.0546142542909414,-66.89690834703653,65.8422940927493,-0.01935952383224641,-1.613098145447323,21.599999999999998,inf,1.2835043424693753
F3,fine granules d_p=1 mm,1.0,0.45,9.0,6,0.1,capped,497942386.83127576,21124.828532235937,1.3895016025173705,0.0,1.3895016025173434,0.025507041346568567,2.1432165726128494,21.599999999999998,158.77968538067398,1.6910745644133858
F3,fine granules d_p=1 mm,1.0,0.45,9.0,6,0.3,"open, Cp=-0.6",497942386.83127576,21124.828532235937,0.917162197407562,-75.31317497653038,76.23033717393793,0.016836320338458846,1.3980106353881283,21.599999999999998,240.5513745630434,1.116220132936498
F3,fine granules d_p=1 mm,1.0,0.45,9.0,6,0.3,capped,497942386.83127576,21124.828532235937,3.912372265283732,0.0,3.912372265283698,0.07181930625554116,6.4140052556823886,21.599999999999998,56.39152215686469,4.761500967218198
F3,fine granules d_p=1 mm,1.0,0.45,9.0,6,0.6,"open, Cp=-0.6",497942386.83127576,21124.828532235937,3.5996196527837827,-86.30011464069953,89.8997342934833,0.0660781154545872,5.857997706316409,21.599999999999998,61.2910942168652,4.3808695329008085
F3,fine granules d_p=1 mm,1.0,0.45,9.0,6,0.6,capped,497942386.83127576,21124.828532235937,7.238394577453117,0.0,7.238394577476548,0.13287500312009626,12.792196481931585,21.599999999999998,30.479773508185684,8.80939247205058
F3,fine granules d_p=1 mm,1.0,0.45,18.0,1,0.1,"open, Cp=-0.6",497942386.83127576,21124.828532235937,-0.015863735205999756,-11.108765908449444,11.092902173243937,-0.0002912101354020516,-0.04726226013632242,0.6,inf,0.01930674930842331
F3,fine granules d_p=1 mm,1.0,0.45,18.0,1,0.1,capped,497942386.83127576,21124.828532235937,0.02007314832511421,0.0,0.020073148325053688,0.00036848221215210215,0.05980971056204372,0.6,21982.06516589322,0.02442975992168633
F3,fine granules d_p=1 mm,1.0,0.45,18.0,1,0.3,"open, Cp=-0.6",497942386.83127576,21124.828532235937,0.013845474629447213,-12.587999074408016,12.601844549037462,0.00025416098347519627,0.041247180085187574,0.6,31869.56506560136,0.016850451943106935
F3,fine granules d_p=1 mm,1.0,0.45,18.0,1,0.3,capped,497942386.83127576,21124.828532235937,0.060155911809377134,0.0,0.06015591181035269,0.0011042803599380035,0.1794252056629128,0.6,7335.0937804007945,0.07321195756495051
F3,fine granules d_p=1 mm,1.0,0.45,18.0,1,0.6,"open, Cp=-0.6",497942386.83127576,21124.828532235937,0.058278721691860165,-14.524509959251825,14.582788680943683,0.0010698208344101972,0.17381775708328934,0.6,7571.361240562874,0.07092734813769262
F3,fine granules d_p=1 mm,1.0,0.45,18.0,1,0.6,capped,497942386.83127576,21124.828532235937,0.12012217538198314,0.0,0.12012217549491737,0.002205079352594486,0.358838548516074,0.6,3673.3371932713335,0.14619310624935822
F3,fine granules d_p=1 mm,1.0,0.45,18.0,2,0.1,"open, Cp=-0.6",497942386.83127576,21124.828532235937,-0.06307519141082314,-22.225553107528484,22.16247791611782,-0.001157869492445209,-0.18814660841702077,2.4,inf,0.07676482822841164
F3,fine granules d_p=1 mm,1.0,0.45,18.0,2,0.1,capped,497942386.83127576,21124.828532235937,0.0801656497622764,0.0,0.08016564977744901,0.0014715985496931848,0.23923096583264727,2.4,5504.218525961974,0.09756454473103988
F3,fine granules d_p=1 mm,1.0,0.45,18.0,2,0.3,"open, Cp=-0.6",497942386.83127576,21124.828532235937,0.05502356427751256,-25.168984573303,25.224008137580586,0.0010100660024568344,0.16409539782481597,2.4,8019.27792866799,0.06696570182034262
F3,fine granules d_p=1 mm,1.0,0.45,18.0,2,0.3,capped,497942386.83127576,21124.828532235937,0.23949285950588617,0.0,0.23949285971086334,0.004396363601565697,0.7176300891536238,2.4,1842.4317763697502,0.2914716199933059
F3,fine granules d_p=1 mm,1.0,0.45,18.0,2,0.6,"open, Cp=-0.6",497942386.83127576,21124.828532235937,0.2306361373054163,-29.019653115987335,29.25028925329276,0.004233781004357334,0.6909342573739997,2.4,1913.183509412419,0.2806926632723094
F3,fine granules d_p=1 mm,1.0,0.45,18.0,2,0.6,capped,497942386.83127576,21124.828532235937,0.47603504036610655,0.0,0.47603504036609234,0.008738561679263642,1.4350755786103684,2.4,926.9259973550417,0.5793521555312912
F3,fine granules d_p=1 mm,1.0,0.45,18.0,4,0.1,"open, Cp=-0.6",497942386.83127576,21124.828532235937,-0.24874062197054783,-44.48242601101334,44.23368538904279,-0.0045661245137676105,-0.7455174619462335,9.6,inf,0.30272648710061506
F3,fine granules d_p=1 mm,1.0,0.45,18.0,4,0.1,capped,497942386.83127576,21124.828532235937,0.3186627164862225,0.0,0.3186627164863234,0.005849682411519437,0.9567987633452509,9.6,1384.6905575675603,0.3878242482775317
F3,fine granules d_p=1 mm,1.0,0.45,18.0,4,0.3,"open, Cp=-0.6",497942386.83127576,21124.828532235937,0.21684251306649796,-50.31053271990174,50.527375232968275,0.003980571837024458,0.649381691325065,9.6,2034.8835121274637,0.26390531516184257
F3,fine granules d_p=1 mm,1.0,0.45,18.0,4,0.3,capped,497942386.83127576,21124.828532235937,0.9406869621390892,0.0,0.9406869621393583,0.017268163774686807,2.869439191244574,9.6,469.07129823923094,1.1448506369958105
F3,fine granules d_p=1 mm,1.0,0.45,18.0,4,0.6,"open, Cp=-0.6",497942386.83127576,21124.828532235937,0.89610031565828,-57.926897843774,58.82299815943331,0.016449687974996883,2.730361904905402,9.6,492.4105558908958,1.0905870480660915
F3,fine granules d_p=1 mm,1.0,0.45,18.0,4,0.6,capped,497942386.83127576,21124.828532235937,1.8388743625597082,0.0,1.8388743625600796,0.03375616430522902,5.736219971924079,9.6,239.95617294543337,2.237977743993084
F3,fine granules d_p=1 mm,1.0,0.45,18.0,6,0.1,"open, Cp=-0.6",497942386.83127576,21124.828532235937,-0.550286923147081,-66.76881307394217,66.21852615079884,-0.010101601376895947,-1.6620598233113442,21.599999999999998,inf,0.6697194283024938
F3,fine granules d_p=1 mm,1.0,0.45,18.0,6,0.1,capped,497942386.83127576,21124.828532235937,0.7097330200789501,0.0,0.7097330200790504,0.013028548837497614,2.152343222979377,21.599999999999998,621.7116043413291,0.8637711936462507
F3,fine granules d_p=1 mm,1.0,0.45,18.0,6,0.3,"open, Cp=-0.6",497942386.83127576,21124.828532235937,0.47957703845001626,-75.42609377855408,75.90567081700408,0.008803582037219381,1.445884032170904,21.599999999999998,920.0800271702121,0.5836628974952076
F3,fine granules d_p=1 mm,1.0,0.45,18.0,6,0.3,capped,497942386.83127576,21124.828532235937,2.057424817821064,0.0,2.0574248177561194,0.03776808878848495,6.452540083727727,21.599999999999998,214.46676969446216,2.5039616876343613
F3,fine granules d_p=1 mm,1.0,0.45,18.0,6,0.6,"open, Cp=-0.6",497942386.83127576,21124.828532235937,1.9421059502531748,-86.73495119846872,88.67705714872191,0.035651183620643054,6.073656183682444,21.599999999999998,227.2014328104907,2.363614383689042
F3,fine granules d_p=1 mm,1.0,0.45,18.0,6,0.6,capped,497942386.83127576,21124.828532235937,3.930676905257062,0.0,3.9306769052709147,0.07215532401024392,12.89355990567014,21.599999999999998,112.25782866486801,4.783778387419487
F3,fine granules d_p=1 mm,1.0,0.45,36.0,1,0.1,"open, Cp=-0.6",497942386.83127576,21124.828532235937,-0.007965141729804805,-11.10674320943012,11.098778067700827,-0.0001462158798991885,-0.0474508512806666,0.6,inf,0.009693870490553935
F3,fine granules d_p=1 mm,1.0,0.45,36.0,1,0.1,capped,497942386.83127576,21124.828532235937,0.010055142652836252,0.0,0.010055142686721107,0.00018458196732330367,0.05990487463451304,0.6,87765.8865322687,0.012237478496572618
F3,fine granules d_p=1 mm,1.0,0.45,36.0,1,0.3,"open, Cp=-0.6",497942386.83127576,21124.828532235937,0.0069538365640951895,-12.589766403092568,12.596720239656669,0.00012765137977265408,0.04142510741545836,0.6,126908.14645992898,0.008463074902054413
F3,fine granules d_p=1 mm,1.0,0.45,36.0,1,0.3,capped,497942386.83127576,21124.828532235937,0.03014960734311991,0.0,0.030149607343218022,0.0005534554833837644,0.17971352564634252,0.6,29270.646847610988,0.03669318121881311
F3,fine granules d_p=1 mm,1.0,0.45,36.0,1,0.6,"open, Cp=-0.6",497942386.83127576,21124.828532235937,0.029299377964236536,-14.531953651377316,14.561253029341554,0.0005378478468888117,0.17464171152813446,0.6,30120.04248731146,0.03565842078820851
F3,fine granules d_p=1 mm,1.0,0.45,36.0,1,0.6,capped,497942386.83127576,21124.828532235937,0.06025196263056646,0.0,0.060251966291694804,0.0011060435621271982,0.3594242769018743,0.6,14646.801043571331,0.07332885494765956
